,x,y,player_name,team,position,foot,goals,agg_position
1785,9.042004,2.69799,Enrique Barja Afonso,Osasuna,Left Center Forward,Right Foot,0.0,Striker
1786,9.183661,2.326632,Lorenzo Jesús Morón García,Real Betis,Center Forward,Right Foot,0.4,Striker
1787,8.479829,6.4393473,Guido Rodríguez,Real Betis,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1788,4.8580303,6.4062514,Rodrigo Sánchez Rodriguez,Real Betis,Left Wing,Left Foot,0.0,Left Wing
1789,3.80657,2.9429893,Emerson Aparecido Leite de Souza Junior,Real Betis,Right Back,Right Foot,0.0,Right Back
1790,-1.9274354,8.14909,Joel Robles Blázquez,Real Betis,Goalkeeper,Right Foot,0.0,Goalkeeper
1791,3.2531724,9.109605,Alejandro Moreno Lopera,Real Betis,Left Back,Left Foot,0.0,Left Back
1792,5.0164413,3.5171657,Aitor Ruibal García,Real Betis,Right Wing,Right Foot,0.0,Right Wing
1793,6.6460752,6.8618884,Paul Edgar Akouokou,Real Betis,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
1794,3.3667347,6.414325,Nabil Fekir,France,Center Attacking Midfield,Left Foot,0.125,Attacking Midfield
1795,9.7592535,2.9998555,Borja Iglesias Quintas,Espanyol,Center Forward,Right Foot,0.25,Striker
1796,6.919864,6.8822355,Éder Gabriel Militão,Real Madrid,Right Center Back,Right Foot,0.0,Center Back
1797,2.9391203,6.0556097,Sergio Guardiola Navarro,Real Valladolid,Right Center Forward,Left Foot,0.0,Striker
1798,4.0983152,6.5869594,Enrique Pérez Muñoz,Real Valladolid,Center Attacking Midfield,Left Foot,0.0,Attacking Midfield
1799,6.956685,2.6210804,Laureano Antonio Villa Suárez,Real Valladolid,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
1800,7.7326665,8.321055,Javier Sánchez de Felipe,Real Valladolid,Left Center Back,Right Foot,0.0,Center Back
1801,3.2897534,8.891327,José Ignacio Martínez García,Real Valladolid,Left Back,Left Foot,0.0,Left Back
1802,4.4776926,6.30232,Óscar Plano Pedreño,Real Valladolid,Left Center Forward,Left Foot,0.0,Striker
1803,8.849578,8.498094,Joaquín Fernández Moreno,Real Valladolid,Right Center Back,Right Foot,0.0,Center Back
1804,4.5586534,3.0465589,Pablo Hervías Ruiz,Real Valladolid,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1805,7.355634,3.6857996,João Pedro Neves Filipe,Real Valladolid,Right Midfield,Right Foot,0.0,Right Wing
1806,6.4275045,2.098795,Rubén Alcaraz Jiménez,Real Valladolid,Left Center Midfield,Right Foot,0.0,Center Midfield
1807,8.393901,3.95238,Shon Zalman Weissman,Real Valladolid,Right Center Forward,Right Foot,0.0,Striker
1808,8.521789,3.44947,Marcos André de Sousa Mendonça,Real Valladolid,Left Center Forward,Not Specified,0.0,Striker
1809,6.5865808,3.4321063,Robert Navarro Muñoz,Real Sociedad,Right Center Midfield,Right Foot,0.0,Center Midfield
1810,5.5627527,6.6339726,Modibo Sagnan,Real Sociedad,Center Back,Left Foot,0.0,Center Back
1811,8.361571,3.05207,Ander Barrenetxea Muguruza,Real Sociedad,Left Center Back,Right Foot,0.2,Center Back
1812,8.607356,8.1035,Martín Zubimendi Ibáñez,Real Sociedad,Center Back,Right Foot,0.0,Center Back
1813,3.697046,2.8972654,Andoni Gorosabel Espinosa,Real Sociedad,Right Back,Right Foot,0.0,Right Back
1814,4.230141,7.5343413,Martín Merquelanz Castellanos,Real Sociedad,Left Wing Back,Left Foot,0.0,Left Back
1815,9.15914,6.708144,Ander Guevara Lajo,Real Sociedad,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
1816,3.251856,6.9345922,Mikel Merino Zazón,Real Sociedad,Left Center Midfield,Left Foot,0.0,Center Midfield
1817,-1.9998443,7.9290805,Alejandro Remiro Gargallo,Real Sociedad,Goalkeeper,Right Foot,0.0,Goalkeeper
1818,8.231618,8.205668,Robin Aime Robert Le Normand,Real Sociedad,Left Center Back,Right Foot,0.0,Center Back
1819,9.6378145,2.2225382,Alexander Isak,Real Sociedad,Left Center Forward,Right Foot,0.125,Striker
1820,8.143106,4.5638137,José Antonio Miranda Boacho,Getafe,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1821,4.89019,4.6025376,Amankwaa Akurugu,Getafe,Left Back,Left Foot,0.0,Left Back
1822,7.324024,4.5397577,Sabit Abdulai,Getafe,Right Center Midfield,Right Foot,0.0,Center Midfield
1823,7.81768,7.876442,Sofian Chakla,Getafe,Left Center Back,Right Foot,0.0,Center Back
1824,5.8755803,6.617163,José Manuel Rodríguez Benito,Getafe,Center Defensive Midfield,Left Foot,0.0,Defensive Midfield
1825,4.733695,3.852018,Juan Antonio Iglesias Sánchez,Getafe,Right Wing,Right Foot,0.0,Right Wing
1826,7.3304524,3.7695467,Francisco Javier Hidalgo Gómez,Levante,Right Midfield,Right Foot,0.0,Right Wing
1827,4.8633566,7.961641,Nikola Vukčević,Levante,Center Defensive Midfield,Left Foot,0.0,Defensive Midfield
1828,5.507622,7.7427506,José Ramiro Funes Mori,Villarreal,Center Back,Left Foot,0.0,Center Back
1829,3.2088404,6.4788804,Takefusa Kubo,Mallorca,Right Midfield,Left Foot,0.0,Right Wing
1830,3.982357,7.6428843,Pervis Josué Estupiñán Tenorio,Villarreal,Left Back,Left Foot,0.0,Left Back
1831,3.0449717,6.4210005,Samuel Chimerenka Chukwueze,Villarreal,Right Midfield,Left Foot,0.3333333333333333,Right Wing
1832,5.3808775,8.538199,Pau Francisco Torres,Spain,Left Center Back,Left Foot,0.0,Center Back
1833,8.005617,6.8403354,Francis Coquelin,Valencia,Left Center Midfield,Right Foot,0.0,Center Midfield
1834,8.279596,4.2263117,Shinji Okazaki,Japan,Center Forward,Right Foot,0.0,Striker
1835,5.6854734,5.3145895,Juan Carlos Real Ruiz,Huesca,Right Back,Right Foot,0.0,Right Back
1836,4.588146,7.81374,Lucas René Olaza Catrofe,Celta Vigo,Left Center Back,Left Foot,0.3333333333333333,Center Back
1837,7.225498,5.076371,Gabriel Veiga Novas,Celta Vigo,Right Center Midfield,Right Foot,0.0,Center Midfield
1838,4.733117,4.7560897,José Manuel Fontán Mondragón,Celta Vigo,Left Wing Back,Left Foot,0.0,Left Back
1839,8.91713,7.6280575,Renato Fabrizio Tapia Cortijo,Peru,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1840,8.801332,8.248119,Joseph Aidoo,Celta Vigo,Right Center Back,Right Foot,0.0,Center Back
1841,7.368509,4.5823627,Rodrygo Silva de Goes,Real Madrid,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
1842,8.242593,2.137819,Vinícius José Paixão de Oliveira Júnior,Real Madrid,Left Midfield,Right Foot,0.25,Left Wing
1843,3.9213855,8.203344,Ferland Mendy,Real Madrid,Left Back,Left Foot,0.0,Left Back
1844,-0.72532976,8.826943,Thibaut Courtois,Belgium,Goalkeeper,Left Foot,0.0,Goalkeeper
1845,3.0923653,5.6800203,Carlos Fernández Luna,Granada,Center Forward,Left Foot,0.0,Striker
1846,8.092484,4.6776123,Nemanja Gudelj,Sevilla,Center Back,Right Foot,0.0,Center Back
1847,2.9175358,5.781168,Youssef En-Nesyri,Leganés,Center Forward,Left Foot,0.2857142857142857,Striker
1848,3.756556,6.729487,Jesús Joaquín Fernández Sáez de la Torre,Sevilla,Left Wing,Left Foot,0.0,Left Wing
1849,8.529975,8.196388,Jules Koundé,Sevilla,Right Center Back,Right Foot,0.0,Center Back
1850,9.240439,7.3066106,Fernando Francisco Reges,Sevilla,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1851,7.8467407,2.7901263,Lucas Ariel Ocampos,Sevilla,Right Wing,Right Foot,0.0,Right Wing
1852,3.3932288,8.6762085,Marcos Javier Acuña,Argentina,Left Back,Left Foot,0.0,Left Back
1853,8.740525,8.634754,Diego Carlos Santos Silva,Sevilla,Left Center Back,Right Foot,0.0,Center Back
1854,10.257733,3.0193784,Luuk de Jong,Sevilla,Center Forward,Right Foot,0.1666666666666666,Striker
1855,6.478617,4.971769,Víctor Mollejo Carpintero,Getafe,Left Center Forward,Not Specified,0.0,Striker
1856,4.6304536,6.670463,David Timor Copoví,Osasuna,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
1857,9.2841835,4.3913116,Nemanja Maksimović,Getafe,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
1858,3.9267435,7.631279,Marc Cucurella Saseta,Getafe,Left Midfield,Left Foot,0.2,Left Wing
1859,4.1842103,8.609162,Mathías Olivera Miramontes,Getafe,Left Back,Left Foot,0.0,Left Back
1860,9.252017,2.812629,Jaime Mata Arnaiz,Getafe,Left Center Forward,Right Foot,0.6666666666666666,Striker
1861,8.492374,3.0283103,Juan Camilo Hernández Suárez,Mallorca,Left Center Forward,Right Foot,0.25,Striker
1862,6.5168014,4.868621,Tomas Franco Tavares,Deportivo Alavés,Right Midfield,Right Foot,0.0,Right Wing
1863,3.5371344,3.127884,Martín Aguirregabiria Padilla,Deportivo Alavés,Right Back,Right Foot,0.0,Right Back
1864,8.256873,6.8371844,Rodrigo Andrés Battaglia,Deportivo Alavés,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1865,8.1760025,2.1244497,Anssumane Fati,Barcelona,Left Wing,Right Foot,0.3214285714285714,Left Wing
1866,4.7071557,6.5789094,José Ignacio Peleteiro Ramallo,Deportivo Alavés,Left Center Midfield,Left Foot,0.0,Center Midfield
1867,3.7145371,6.447476,Luis Jesús Rioja González,Deportivo Alavés,Left Midfield,Left Foot,0.5,Left Wing
1868,3.2702026,9.0722885,Héctor Junior Firpo Adames,Barcelona,Left Back,Left Foot,0.0952380952380952,Left Back
1869,6.3675857,5.0673995,Alberto Soro Álvarez,Granada,Right Center Midfield,Left Foot,0.0,Center Midfield
1870,4.7830744,6.352757,Robert Kenedy Nunes do Nascimento,Getafe,Left Midfield,Left Foot,0.0,Left Wing
1871,7.192587,6.051308,Jesús Vallejo Lázaro,Granada,Right Back,Right Foot,0.0,Right Back
1872,6.2504215,2.9831727,Luis Milla Manzanares,Granada,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
1873,4.439426,8.149048,Carlos Neva Tey,Granada,Left Back,Left Foot,0.0,Left Back
1874,8.700963,8.565112,Domingos Sousa Coutinho Meneses Duarte,Granada,Right Center Back,Right Foot,0.0,Center Back
1875,9.235977,4.087698,José Antonio Rodríguez Díaz,Granada,Right Wing,Right Foot,0.0,Right Wing
1876,-0.7985844,8.68593,Rui Tiago Dantas da Silva,Granada,Goalkeeper,Left Foot,0.0,Goalkeeper
1877,6.517951,5.0822096,Kang-In Lee,Valencia,Left Midfield,Not Specified,0.0,Left Wing
1878,6.6313944,4.875135,Manuel Javier Vallejo Galván,Valencia,Left Center Forward,Right Foot,0.0,Striker
1879,8.007973,4.629213,Alejandro Blanco Sánchez,Valencia,Right Midfield,Left Foot,0.0,Right Wing
1880,5.861105,5.3784137,Yunus Dimoara Musah,Valencia,Right Midfield,Right Foot,0.0,Right Wing
1881,5.7102447,5.0907674,Hugo Sotelo,Celta Vigo,Right Center Midfield,Not Specified,0.0,Center Midfield
1882,6.8756886,1.7964276,Miralem Pjanić,Barcelona,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
1883,5.651644,5.544168,Miguel Baeza Pérez,Celta Vigo,Right Center Back,Left Foot,0.0,Center Back
1884,7.585416,5.410165,Augusto Jorge Mateo Solari,Celta Vigo,Left Midfield,Right Foot,0.0,Left Wing
1885,3.6599162,3.299214,Kevin Vázquez Comesaña,Celta Vigo,Right Back,Right Foot,0.0,Right Back
1886,5.532428,7.7434297,Carlos Domínguez Cáceres,Celta Vigo,Left Center Back,Left Foot,0.0,Center Back
1887,-1.9393065,8.243266,Iván Villar Martínez,Celta Vigo,Goalkeeper,Right Foot,0.0,Goalkeeper
1888,9.350722,8.175836,Néstor Alejandro Araújo Razo,Celta Vigo,Center Back,Right Foot,0.0,Center Back
1889,8.659582,6.2823305,Francisco José Beltrán Peinado,Celta Vigo,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1890,4.038085,7.7592983,Adrián Marín Gómez,Deportivo Alavés,Left Back,Left Foot,0.0,Left Back
1891,7.845037,6.071536,Maxime Gonalons,Granada,Left Center Midfield,Left Foot,0.0,Center Midfield
1892,7.028333,7.3856816,Aarón Escandell Banacloche,Granada,Goalkeeper,Right Foot,0.0,Goalkeeper
1893,8.466914,8.352194,Germán Sánchez Barahona,Granada,Left Center Back,Right Foot,0.0,Center Back
1894,7.191915,7.627993,Nehuén Pérez,Granada,Left Center Back,Right Foot,0.0,Center Back
1895,7.877818,7.4442043,Yangel Clemente Herrera Ravelo,Granada,Right Center Midfield,Right Foot,0.0,Center Midfield
1896,8.946884,3.208948,Luis Javier Suárez Charris,Granada,Center Forward,Right Foot,0.0,Striker
1897,8.138492,6.2555847,Yan Brice Eteki,Granada,Left Center Midfield,Right Foot,0.0,Center Midfield
1898,7.4029517,4.580077,Christian Gabriel Oliva Giménez,Valencia,Right Defensive Midfield,Right Foot,0.0,Defensive Midfield
1899,7.4829473,7.183649,Mouctar Diakhaby,Valencia,Left Center Back,Right Foot,0.5,Center Back
1900,4.0839114,8.92254,Antonio Latorre Grueso,Valencia,Left Back,Left Foot,0.0,Left Back
1901,7.7780485,6.3416057,Uroš Račić,Valencia,Left Center Midfield,Right Foot,0.0,Center Midfield
1902,7.8760324,7.19804,Hugo Guillamón Sanmartín,Valencia,Center Back,Right Foot,0.0,Center Back
1903,4.3385386,3.2450166,Thierry Rendall Correia,Valencia,Right Wing Back,Right Foot,0.0,Right Back
1904,8.418943,2.5226536,João Félix Sequeira,Atlético Madrid,Left Center Forward,Right Foot,0.0,Striker
1905,8.098558,8.426181,Felipe Augusto de Almeida Monteiro,Atlético Madrid,Center Back,Right Foot,0.0,Center Back
1906,4.3918,2.7677047,Kieran Trippier,England,Right Wing Back,Right Foot,0.1333333333333333,Right Back
1907,3.4328299,6.5869684,Thomas Lemar,Atlético Madrid,Left Wing,Left Foot,0.0,Left Wing
1908,6.9532266,5.1549196,Giorgi Kochorashvili,Levante,Left Midfield,Right Foot,0.0,Left Wing
1909,9.2477,2.8444986,Daniel Gómez Alcón,Levante,Left Center Forward,Right Foot,0.0,Striker
1910,7.5827527,6.3958535,Mickaël Malsa,Levante,Left Defensive Midfield,Right Foot,0.0,Defensive Midfield
1911,6.979311,2.3850815,Enis Bardhi,Levante,Left Center Midfield,Right Foot,0.0,Center Midfield
1912,7.6049585,8.21638,Óscar Esau Duarte Gaitán,Costa Rica,Left Center Back,Right Foot,0.0,Center Back
1913,-1.4338549,8.066942,Aitor Fernández Abarisketa,Levante,Goalkeeper,Right Foot,0.0,Goalkeeper
1914,8.990357,4.887536,Gonzalo Julián Melero Manzanares,Levante,Left Defensive Midfield,Right Foot,0.2,Defensive Midfield
1915,3.515862,2.8173802,Jorge Miramón Santagertrudis,Levante,Right Back,Right Foot,0.0,Right Back
1916,7.178444,2.8043673,Jorge De Frutos Sebastián,Levante,Right Midfield,Right Foot,0.0,Right Wing
1917,7.5801697,1.9605336,Ricard Puig Martí,Barcelona,Left Center Midfield,Right Foot,0.0,Center Midfield
1918,9.188627,2.3824651,Martin Braithwaite Christensen,Barcelona,Center Forward,Right Foot,0.1020408163265306,Striker
1919,7.1694617,6.2147703,Denis Vavro,Huesca,Right Center Back,Right Foot,0.0,Center Back
1920,7.98552,4.977867,Javier Ontiveros Parra,Huesca,Left Wing,Right Foot,0.0,Left Wing
1921,3.1670263,6.70204,Francisco António Machado Mota de Castro Trincão,Barcelona,Right Wing,Left Foot,0.12,Right Wing
1922,8.885862,6.202872,Moriba Kourouma Kourouma,Barcelona,Left Center Midfield,Right Foot,0.0769230769230769,Center Midfield
1923,9.567067,8.637553,Ronald Federico Araújo da Silva,Barcelona,Right Center Back,Right Foot,0.074074074074074,Center Back
1924,3.7893531,6.527114,Sergio Gómez Martín,Huesca,Right Center Forward,Left Foot,0.0,Striker
1925,8.249565,3.6923528,Jaime Seoane Valenciano,Huesca,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1926,-1.7175109,8.131118,Álvaro Fernández Llorente,Huesca,Goalkeeper,Right Foot,0.0,Goalkeeper
1927,7.573088,1.9568579,Pedro González López,Barcelona,Left Center Midfield,Right Foot,0.073170731707317,Center Midfield
1928,7.84679,8.744914,Jorge Pulido Mayoral,Huesca,Right Center Back,Right Foot,0.0,Center Back
1929,8.801101,3.5903702,Daniel Escriche Romero,Huesca,Right Center Forward,Right Foot,0.0,Striker
1930,3.4252868,8.86034,Javier Galán Gil,Huesca,Left Back,Left Foot,0.0,Left Back
1931,8.346245,2.9426365,David Ferreiro Quiroga,Huesca,Left Center Midfield,Right Foot,0.0,Center Midfield
1932,5.834693,6.231691,Idrissa Doumbia,Huesca,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1933,9.966263,2.9515104,Rafael Mir Vicente,Huesca,Center Forward,Right Foot,0.5,Striker
1934,9.009968,6.359273,Frenkie de Jong,Barcelona,Right Center Midfield,Right Foot,0.0483870967741935,Center Midfield
1935,3.2530906,3.211706,Óscar Mingueza García,Barcelona,Right Center Back,Right Foot,0.0833333333333333,Center Back
1936,3.802953,2.9784465,Sergino Dest,Barcelona,Right Back,Right Foot,0.0714285714285714,Right Back
1937,7.7213755,4.108828,Jeremie Boga,Granada,Left Wing,Right Foot,0.0,Left Wing
1938,-1.7907289,7.587483,Francisco Guillermo Ochoa Magaña,Mexico,Goalkeeper,Right Foot,0.0,Goalkeeper
1939,4.3290763,8.503954,Gabriel Moisés Antunes da Silva,Granada,Left Wing Back,Left Foot,0.0,Left Back
1940,4.607653,5.950511,Mehdi Carcela-González,Granada,Left Center Forward,Left Foot,0.0,Striker
1941,6.3588333,7.27839,Matthieu Saunier,Granada,Left Center Back,Right Foot,0.0,Center Back
1942,5.281277,6.7555385,Jon Miquel Toral Harper,Granada,Right Center Midfield,Left Foot,0.0,Center Midfield
1943,9.4306,3.4524887,Artem Kravets,Granada,Center Forward,Right Foot,0.0,Striker
1944,8.145362,6.165202,Erik Morán Arribas,Athletic Club,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1945,7.1602917,6.245753,Martín Maximiliano Mantovani,Leganés,Right Center Back,Right Foot,0.0,Center Back
1946,8.4711685,7.0747547,Alberto Martín Romo García Adámez,Leganés,Right Center Midfield,Right Foot,0.0,Center Midfield
1947,9.025366,4.093905,Ryan Guno Babel,Deportivo La Coruna,Right Center Forward,Right Foot,0.0,Striker
1948,8.117707,6.016097,Sergio Álvarez Díaz,Eibar,Left Center Back,Right Foot,0.0,Center Back
1949,4.1649504,8.381587,Elderson Uwa Echiejile,Sporting Gijón,Left Back,Left Foot,0.0,Left Back
1950,7.866495,7.751541,Juan Rodríguez Martínez,Sporting Gijón,Left Center Back,Right Foot,0.0,Center Back
1951,6.52173,4.520312,Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,Left Wing,Left Foot,0.0,Left Wing
1952,3.9058292,7.3309445,Marc Roca Junqué,Espanyol,Left Center Midfield,Left Foot,0.0,Center Midfield
1953,8.56317,3.5484061,Jon Bautista Orgilles,Real Sociedad,Center Forward,Right Foot,0.0,Striker
1954,4.319969,8.669982,Federico Ricca Rostagnol,Málaga,Left Center Back,Left Foot,0.0,Center Back
1955,9.061937,4.225342,Mariano Díaz Mejía,Real Madrid,Center Forward,Head,0.3333333333333333,Striker
1956,6.184621,5.2732034,Stevan Jovetić,Sevilla,Right Center Midfield,Right Foot,0.0,Center Midfield
1957,7.447117,6.9543576,Claudio Matías Kranevitter,Sevilla,Center Back,Right Foot,0.0,Center Back
1958,3.9924617,6.4245367,Óscar Melendo Jiménez,Espanyol,Right Center Forward,Left Foot,0.0,Striker
1959,8.526474,8.777534,Florian Lejeune,Deportivo Alavés,Left Center Back,Right Foot,0.0,Center Back
1960,-1.8956506,7.957438,Yoel Rodríguez Oterino,Celta Vigo,Goalkeeper,Right Foot,0.0,Goalkeeper
1961,7.7565465,7.8281026,Mauro Javier Dos Santos,Eibar,Right Center Back,Right Foot,0.0,Center Back
1962,8.716524,8.870558,Yeray Álvarez López,Athletic Club,Right Center Back,Right Foot,0.0,Center Back
1963,6.801508,6.024861,Marko Livaja,Las Palmas,Right Midfield,Right Foot,0.0,Right Wing
1964,5.5247035,5.8771157,Mateo Ezequiel García,Las Palmas,Right Center Midfield,Left Foot,0.0,Center Midfield
1965,7.503442,3.4249947,Aleksandar Katai,Deportivo Alavés,Right Midfield,Right Foot,0.0,Right Wing
1966,4.8490458,6.767738,Nenad Krstičić,Deportivo Alavés,Left Center Forward,Left Foot,0.0,Striker
1967,7.8631167,2.5362706,Bruno Alexandre Vilela Gama,Deportivo La Coruna,Right Wing,Right Foot,0.0,Right Wing
1968,10.179316,3.028856,José Luis Sanmartín Mato,Deportivo Alavés,Center Forward,Right Foot,0.2,Striker
1969,7.8276205,3.0080645,Luís Carlos Almeida da Cunha,Manchester United,Left Wing,Right Foot,0.0,Left Wing
1970,6.5725865,6.808348,Eliaquim Mangala,Valencia,Left Center Back,Left Foot,0.5,Center Back
1971,6.2385135,5.190872,Miguel Olavide Montes,Osasuna,Right Midfield,Not Specified,0.0,Right Wing
1972,3.2343874,6.9528127,Carles Aleña Castillo,Barcelona,Left Center Midfield,Left Foot,0.0833333333333333,Center Midfield
1973,3.3999307,3.814416,Aitor Buñuel Redrado,Osasuna,Right Back,Right Foot,0.0,Right Back
1974,5.5418453,6.812541,Jaime Romero Gómez,Granada,Right Midfield,Left Foot,0.0,Right Wing
1975,6.610312,6.373731,Jhon Stiven Mondragón Dosman,Osasuna,Left Center Back,Right Foot,0.0,Center Back
1976,-1.242212,7.644461,Salvatore Sirigu,Italy,Goalkeeper,Right Foot,0.0,Goalkeeper
1977,7.5667887,6.1126976,Fausto Antonio Tienza Nuñez,Osasuna,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1978,5.1433015,6.6371818,Francisco Mérida Pérez,Atlético Madrid,Center Attacking Midfield,Left Foot,0.0,Attacking Midfield
1979,8.613885,2.5970523,Alexandre Rodrigues da Silva,Villarreal,Left Center Forward,Right Foot,0.0,Striker
1980,6.683276,5.714781,Javi Castellano Betancor,Las Palmas,Left Center Midfield,Right Foot,0.0,Center Midfield
1981,9.774463,2.1724942,Kevin-Prince Boateng,Las Palmas,Center Forward,Right Foot,0.0,Striker
1982,3.5139236,8.728493,Hélder Filipe Oliveira Lopes,Las Palmas,Left Back,Left Foot,0.0,Left Back
1983,9.249336,7.6849985,Marlon Santos da Silva Barbosa,Barcelona,Right Center Back,Right Foot,0.0,Center Back
1984,6.456093,4.8092713,Rafael Jesús Navarro Mazuelos,Real Betis,Right Wing Back,Right Foot,0.0,Right Back
1985,7.582865,5.60573,Ryan Donk,Real Betis,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1986,3.4278376,3.0759807,Cristiano Piccini,Valencia,Right Back,Right Foot,0.0,Right Back
1987,8.713711,3.655349,Alexander Alegría Moreno,Real Betis,Right Center Forward,Right Foot,1.0,Striker
1988,7.5640144,6.1544676,Jonas Martin,Real Betis,Right Center Midfield,Right Foot,0.0,Center Midfield
1989,4.642513,6.547879,Felipe Alejandro Gutiérrez Leiva,Real Betis,Left Center Midfield,Left Foot,0.0,Center Midfield
1990,5.478344,7.6167336,Mikel Vesga Arruti,Athletic Club,Left Defensive Midfield,Left Foot,0.0,Defensive Midfield
1991,7.376993,3.4304078,Cristian Omar Espinoza,Deportivo Alavés,Right Wing,Right Foot,0.0,Right Wing
1992,8.311537,7.220376,Daniel Alejandro Torres Rojas,Deportivo Alavés,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1993,6.500471,3.5541883,Francisco Femenía Far,Deportivo Alavés,Right Wing Back,Right Foot,0.0,Right Back
1994,4.72345,3.1053808,Marcos Llorente Moreno,Spain,Right Back,Right Foot,0.0,Right Back
1995,3.420901,8.936666,Theo Bernard François Hernández,Deportivo Alavés,Left Back,Left Foot,0.0,Left Back
1996,7.7989373,6.7545004,Carl Medjani,Leganés,Center Defensive Midfield,Right Foot,0.0,Defensive Midfield
1997,-1.218612,7.58639,Jon Ander Serantes Simon,Leganés,Goalkeeper,Right Foot,0.0,Goalkeeper
1998,9.051326,8.168327,Pablo Ínsua Blanco,Huesca,Left Center Back,Right Foot,0.0,Center Back
1999,8.405641,6.5606494,Lluis Sastre Reus,Real Valladolid,Left Center Midfield,Right Foot,0.0,Center Midfield
2000,3.2280915,3.032558,Víctor David Díaz Miguel,Granada,Right Back,Right Foot,0.0,Right Back
2001,9.5989065,2.5280633,Mamadou Koné,Leganés,Center Forward,Right Foot,0.0,Striker
2002,7.6230636,2.4754894,Darwin Daniel Machís Marcano,Granada,Left Wing,Right Foot,0.1666666666666666,Left Wing
2003,9.107947,3.344837,Kenan Kodro,Osasuna,Center Forward,Right Foot,0.0,Striker
2004,4.816195,4.631652,Cayetano Bartolomé Bonnín Vásquez,Osasuna,Right Back,Right Foot,0.0,Right Back
2005,7.9553885,8.295185,David García Zubiría,Osasuna,Left Center Back,Right Foot,0.0,Center Back
2006,6.734118,7.429241,Iván Márquez Álvarez,Osasuna,Left Center Back,Right Foot,0.0,Center Back
2007,3.4227571,3.8238454,Oier Sanjurjo Mate,Osasuna,Center Attacking Midfield,Right Foot,0.0,Attacking Midfield
2008,6.354618,2.5502832,Roberto Torres Morales,Osasuna,Right Center Midfield,Right Foot,0.2857142857142857,Center Midfield
2009,-1.2816468,7.729709,Cecilio Nauzet Pérez González,Osasuna,Goalkeeper,Right Foot,0.0,Goalkeeper
2010,3.5210328,8.895138,Carlos Clerc Martínez,Levante,Left Back,Left Foot,0.0,Left Back
2011,7.7988224,6.1308413,Goran Čaušić,Osasuna,Right Center Midfield,Not Specified,0.0,Center Midfield
2012,6.6990695,2.8551838,Alejandro Berenguer Remiro,Athletic Club,Right Midfield,Right Foot,0.0,Right Wing
2013,5.823924,5.236899,Paulo Henrique Chagas de Lima,Sevilla,Left Center Forward,Left Foot,0.0,Striker
2014,3.5058327,2.9587607,Mariano Ferreira Filho,Sevilla,Right Back,Right Foot,0.0,Right Back
2015,8.343249,5.6640544,Samir Nasri,Sevilla,Left Center Midfield,Right Foot,0.0,Center Midfield
2016,8.278737,3.0309644,Lucas Ariel Boyé,Celta Vigo,Center Forward,Right Foot,0.0,Striker
2017,4.054632,6.152659,Emre Mor,Celta Vigo,Left Midfield,Left Foot,0.0,Left Wing
2018,9.417673,7.4511867,Igor Zubeldía Elorza,Real Sociedad,Right Center Back,Right Foot,0.0,Center Back
2019,3.8013928,8.45519,Kévin Manuel Rodrigues,Leganés,Left Back,Left Foot,0.0,Left Back
2020,8.374655,5.3027954,Federico Santiago Valverde Dipetta,Real Madrid,Right Center Midfield,Right Foot,0.1666666666666666,Center Midfield
2021,3.615268,6.309057,Carles Gil de Pareja Vicent,Deportivo La Coruna,Right Wing,Left Foot,0.0,Right Wing
2022,6.512826,4.986536,Enzo Alan Zidane Fernández,Deportivo Alavés,Right Center Midfield,Right Foot,0.0,Center Midfield
2023,9.649862,3.6659172,Christian Robert Santos Kwasniewski,Deportivo Alavés,Center Forward,Left Foot,0.0,Striker
2024,3.7942603,6.5628595,Óscar David Romero Villamayor,Deportivo Alavés,Right Midfield,Left Foot,0.0,Right Wing
2025,5.1192393,7.0253277,Manuel Alejandro García Sánchez,Deportivo Alavés,Left Center Midfield,Left Foot,0.0,Center Midfield
2026,3.8693812,3.2819803,Carlos Martín Vigaray,Deportivo Alavés,Right Back,Right Foot,0.0,Right Back
2027,8.437322,7.9703646,Rodrigo Ely,Deportivo Alavés,Center Back,Right Foot,0.0,Center Back
